,date,source,medium,campaign,cost,impressions,clicks,users,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score,scores,anomaly
370,2022-02-25,google,paid,referral,87.86,2579,7108,964,123.1,13.0,17%,2m 42s,Desktop,Firefox,4,3,0.05749349151137306,1
371,2023-01-08,referral,paid,direct,22.16,6870,1978,738,91.3,12.0,18%,4m 37s,Desktop,Safari,2,4,0.07428594851118242,1
372,2021-01-23,brightedge,paid,referral,67.39,8142,8489,13,532.73,15.0,19%,2m 41s,Mobile,Chrome,2,5,0.0797586936441882,1
373,2021-06-18,brightedge,paid,direct,52.82,2063,3493,506,796.4,17.0,20%,9m 10s,Mobile,Safari,5,4,0.10311722077483443,1
374,2023-08-24,referral,referral,organic,85.08,4430,2210,694,854.44,17.0,13%,1m 7s,Mobile,Firefox,3,4,0.09686553168330997,1
375,2021-05-21,brightedge,paid,direct,48.72,5653,4064,501,32.01,6.0,18%,8m 12s,Desktop,Chrome,3,3,0.07502492494697777,1
376,2021-04-16,google,paid,referral,67.94,7729,5722,328,141.55,19.0,23%,1m 25s,Desktop,Chrome,1,4,0.10994030705270852,1
377,2023-06-29,enterprisemarketingportal,organic,direct,8.22,2595,5714,609,168.14,2.0,24%,5m 32s,Desktop,Firefox,1,5,0.0055675529056599116,1
378,2021-09-10,referral,paid,organic,19.52,3232,1672,466,356.39,16.0,21%,1m 41s,Mobile,Chrome,5,5,0.0682552594593171,1
379,2021-02-24,referral,organic,chrome_launch_switch,99.27,1744,5970,613,743.92,21.0,5%,5m 15s,Mobile,Firefox,4,3,0.0011018807400938746,1
380,2021-09-27,referral,referral,referral,29.2,8951,1238,955,51.19,22.0,23%,7m 35s,Desktop,Safari,4,3,0.054822409182966214,1
381,2023-09-19,enterprisemarketingportal,paid,organic,61.3,5945,3344,957,445.34,22.0,23%,7m 47s,Mobile,Chrome,3,4,0.11517187102759902,1
382,2022-12-26,referral,none,chrome_launch_switch,98.84,7617,6462,336,70.78,8.0,18%,8m 8s,Mobile,Firefox,2,4,0.022913280973341887,1
383,2022-09-07,google,none,direct,41.95,4167,4935,380,311.12,24.0,18%,1m 12s,Mobile,Firefox,5,5,0.07885912604993128,1
384,2023-08-26,google,none,chrome_launch_switch,75.73,4874,2394,388,128.31,20.0,8%,10m 18s,Desktop,Safari,2,3,0.08659873364672932,1
385,2023-11-06,brightedge,paid,referral,84.39,308,3570,451,406.97,25.0,17%,10m 51s,Mobile,Chrome,4,5,0.0076384735269271475,1
386,2023-06-30,enterprisemarketingportal,none,chrome_launch_switch,46.68,2722,8788,563,266.57,13.0,25%,2m 51s,Mobile,Chrome,5,3,0.07827710261693432,1
387,2022-07-31,brightedge,organic,direct,26.43,3395,6559,50,774.52,10.0,8%,4m 17s,Mobile,Chrome,5,3,0.06650047346053711,1
388,2022-12-09,enterprisemarketingportal,paid,organic,84.03,5352,4287,658,782.38,28.0,22%,5m 1s,Mobile,Firefox,4,3,0.04265759625554488,1
389,2023-05-09,brightedge,paid,referral,52.35,5913,8463,449,366.82,11.0,21%,3m 24s,Mobile,Firefox,1,3,0.08266802532947559,1
390,2023-09-18,enterprisemarketingportal,referral,referral,82.14,8236,4232,735,312.1,1.0,10%,10m 30s,Mobile,Firefox,4,4,0.027019377235246944,1
391,2022-01-29,brightedge,organic,referral,64.61,7480,8454,749,726.99,17.0,20%,3m 44s,Mobile,Firefox,5,4,0.11236466446459958,1
392,2021-07-10,enterprisemarketingportal,referral,chrome_launch_switch,60.6,7385,1421,415,297.64,16.0,21%,2m 4s,Mobile,Firefox,5,5,0.08210574015732541,1
393,2021-02-26,referral,referral,referral,10.79,2169,3411,175,889.45,1.0,7%,4m 8s,Desktop,Firefox,2,5,0.005850077920488639,1
394,2022-12-31,enterprisemarketingportal,paid,chrome_launch_switch,74.82,6026,8373,666,779.1,6.0,22%,4m 59s,Mobile,Safari,3,5,0.0705488885179929,1
395,2023-09-17,enterprisemarketingportal,referral,referral,72.96,9056,2485,989,97.45,7.0,23%,2m 56s,Desktop,Firefox,4,4,0.07325509415041198,1
396,2021-02-18,brightedge,referral,organic,5.9,3364,6760,723,39.36,3.0,17%,5m 47s,Mobile,Safari,3,4,0.01580273159646728,1
397,2023-03-19,brightedge,none,referral,72.3,5499,6636,682,543.68,23.0,9%,10m 27s,Mobile,Chrome,5,3,0.07970546472521511,1
398,2022-11-25,referral,organic,direct,12.52,6138,4818,761,620.97,25.0,22%,2m 9s,Desktop,Chrome,2,3,0.03487823169871018,1
399,2021-02-11,brightedge,paid,chrome_launch_switch,14.36,8625,3327,850,859.39,19.0,11%,10m 7s,Desktop,Chrome,2,3,0.045771985988595554,1
400,2023-03-30,referral,none,organic,83.66,2960,8486,443,84.11,28.0,18%,10m 22s,Desktop,Safari,4,5,0.044872844413663016,1
401,2023-04-15,brightedge,referral,chrome_launch_switch,96.76,7860,4270,986,440.78,6.0,10%,8m 41s,Mobile,Firefox,3,3,0.011162116983695847,1
402,2023-08-26,google,referral,organic,48.94,6846,4912,358,737.52,4.0,8%,2m 13s,Mobile,Firefox,4,5,0.06264640316072578,1
403,2022-06-25,brightedge,organic,referral,44.96,4770,2300,236,300.14,19.0,15%,4m 49s,Mobile,Chrome,2,5,0.08790392026765559,1
404,2021-11-09,google,organic,direct,17.28,3200,7891,262,250.91,23.0,9%,9m 51s,Mobile,Firefox,1,4,0.08811686201574542,1
405,2021-07-26,enterprisemarketingportal,organic,referral,56.27,2121,5536,424,874.22,6.0,18%,2m 26s,Mobile,Firefox,2,5,0.07344117060409827,1
406,2022-05-19,enterprisemarketingportal,none,referral,62.98,880,7377,908,582.45,25.0,10%,3m 33s,Desktop,Safari,3,4,0.06706324693884502,1
407,2022-08-21,brightedge,paid,organic,83.15,634,5010,756,704.67,27.0,23%,10m 26s,Mobile,Chrome,3,3,0.010723504664110206,1
408,2022-12-03,referral,paid,direct,17.12,5543,7307,554,875.64,19.0,20%,1m 27s,Desktop,Safari,5,3,0.07480658466464152,1
409,2021-12-26,referral,organic,chrome_launch_switch,77.33,3470,6941,337,464.12,8.0,13%,4m 5s,Desktop,Chrome,3,5,0.07751312984081293,1
410,2023-11-10,referral,paid,chrome_launch_switch,13.1,9774,3376,789,582.24,18.0,19%,7m 40s,Desktop,Safari,4,5,0.04405673455793979,1
411,2023-08-03,referral,referral,direct,89.66,2666,4433,874,352.15,8.0,16%,8m 10s,Mobile,Chrome,3,5,0.05592861386498171,1
412,2022-11-26,brightedge,organic,direct,30.55,6380,2524,674,163.07,30.0,9%,10m 39s,Desktop,Firefox,1,5,0.016904985812772222,1
413,2024-01-11,brightedge,none,direct,29.97,8993,1531,585,696.74,24.0,16%,5m 3s,Desktop,Chrome,1,4,0.06751987345408705,1
414,2022-06-05,referral,none,chrome_launch_switch,64.34,7020,5363,552,588.99,25.0,7%,1m 58s,Desktop,Safari,3,4,0.08966551922883692,1
415,2021-01-19,brightedge,referral,organic,14.76,6164,3737,783,691.51,6.0,18%,10m 59s,Desktop,Chrome,3,3,0.041189095999978664,1
416,2023-06-11,brightedge,organic,organic,12.96,7403,4104,814,88.76,25.0,23%,3m 42s,Desktop,Chrome,4,4,0.05329271716761652,1
417,2022-03-27,brightedge,none,organic,33.44,5318,5120,31,258.34,16.0,11%,5m 38s,Desktop,Safari,4,4,0.10376559274243696,1
418,2023-03-24,enterprisemarketingportal,referral,referral,42.13,5907,2688,998,778.66,4.0,18%,8m 27s,Mobile,Safari,4,5,0.059489762016466496,1
419,2022-12-28,brightedge,organic,organic,96.79,7401,4581,988,11.34,10.0,10%,7m 7s,Mobile,Chrome,2,3,0.02603827271844794,1
420,2023-01-14,brightedge,none,direct,37.8,1999,1758,760,896.89,1.0,6%,1m 27s,Mobile,Chrome,5,3,0.024573241609422536,1
421,2021-11-29,google,none,chrome_launch_switch,28.11,7711,7432,53,973.6,21.0,5%,3m 34s,Mobile,Safari,2,4,0.09360574443303166,1
422,2022-10-07,enterprisemarketingportal,none,referral,83.96,443,2857,245,920.24,11.0,19%,8m 2s,Desktop,Chrome,4,3,0.01569328293281791,1
423,2022-08-04,referral,referral,referral,70.43,6843,7057,978,427.31,21.0,17%,4m 15s,Mobile,Firefox,3,4,0.10593904375349444,1
424,2022-03-24,enterprisemarketingportal,paid,referral,79.83,5595,6785,120,127.89,2.0,23%,5m 38s,Desktop,Safari,5,5,0.03166857144227475,1
425,2021-09-09,google,referral,chrome_launch_switch,3.5,1757,6199,715,308.99,24.0,10%,3m 51s,Mobile,Chrome,4,4,0.02097730522963348,1
426,2022-09-29,enterprisemarketingportal,referral,organic,65.95,2604,6148,757,672.16,29.0,11%,9m 2s,Desktop,Firefox,3,5,0.039145649232537716,1
427,2022-07-03,brightedge,none,referral,36.61,7122,6260,399,194.31,29.0,16%,4m 38s,Desktop,Chrome,1,3,0.03279347298825819,1
428,2022-10-12,referral,none,direct,42.96,6794,6489,638,775.51,17.0,25%,10m 31s,Mobile,Safari,5,3,0.0816598510601011,1
429,2021-09-17,google,referral,organic,80.21,3847,4147,709,785.42,22.0,11%,4m 58s,Mobile,Firefox,5,5,0.08677795003778815,1
430,2023-06-07,brightedge,referral,organic,23.2,7436,2110,722,418.16,26.0,15%,2m 53s,Desktop,Chrome,2,3,0.05506864826746849,1
431,2023-04-11,google,organic,referral,11.51,9870,48,209,883.1,16.0,17%,4m 50s,Desktop,Chrome,2,3,0.01278103745261805,1
432,2021-01-25,enterprisemarketingportal,referral,organic,35.02,498,2737,144,562.64,29.0,19%,3m 11s,Mobile,Chrome,5,4,0.01637461176247923,1
433,2022-12-20,referral,organic,referral,70.87,1056,2771,130,962.78,15.0,14%,6m 35s,Desktop,Firefox,4,5,0.05008915323534546,1
434,2023-01-18,referral,paid,referral,94.34,1015,6957,226,235.04,21.0,11%,3m 1s,Desktop,Chrome,1,4,0.04266143059266503,1
435,2022-10-21,google,none,referral,42.82,6636,1967,388,159.42,13.0,6%,9m 31s,Mobile,Chrome,3,5,0.07546685671061648,1
436,2021-04-03,referral,paid,referral,94.56,5947,2806,340,105.46,10.0,7%,1m 3s,Mobile,Safari,1,4,0.052747871436993776,1
437,2023-05-30,enterprisemarketingportal,organic,direct,60.91,6104,2358,769,802.57,10.0,15%,4m 30s,Mobile,Firefox,1,4,0.088301389817658,1
438,2022-08-05,google,none,direct,67.44,170,6768,675,621.96,29.0,14%,5m 18s,Desktop,Safari,3,4,0.00959794006098813,1
439,2022-02-28,enterprisemarketingportal,paid,chrome_launch_switch,4.33,2246,5398,902,618.51,7.0,12%,2m 55s,Mobile,Chrome,4,3,0.011083180164709328,1
440,2022-06-05,brightedge,referral,direct,68.87,3445,2197,766,194.3,2.0,7%,7m 41s,Mobile,Chrome,2,5,0.04586892112644414,1
441,2022-09-13,google,referral,direct,2.34,6424,6691,154,837.61,13.0,16%,3m 22s,Desktop,Chrome,1,5,0.0235369199280977,1
442,2021-11-25,enterprisemarketingportal,organic,organic,31.98,7077,1062,714,168.81,18.0,19%,7m 57s,Mobile,Firefox,5,4,0.09228727252749613,1
443,2022-02-06,google,paid,referral,43.2,4768,4054,260,474.82,26.0,16%,5m 33s,Desktop,Safari,3,5,0.07163466415864905,1
444,2023-07-20,google,referral,organic,69.16,6827,2845,531,537.23,15.0,17%,2m 5s,Desktop,Safari,1,5,0.08749318251394184,1
445,2021-01-27,enterprisemarketingportal,referral,chrome_launch_switch,80.31,6906,6814,655,916.47,8.0,5%,8m 11s,Desktop,Chrome,2,4,0.09319592769686003,1
446,2023-10-02,google,referral,organic,16.23,6903,6141,666,737.12,4.0,21%,9m 7s,Desktop,Firefox,3,4,0.05287563937100426,1
447,2023-02-21,google,paid,referral,47.42,6268,6405,814,177.73,10.0,9%,1m 53s,Desktop,Chrome,1,5,0.07638041111095151,1
448,2021-09-22,brightedge,paid,direct,51.32,347,8166,637,518.85,24.0,17%,8m 2s,Mobile,Chrome,1,4,0.05131961300271515,1
449,2022-06-16,google,paid,chrome_launch_switch,76.9,7663,1383,77,268.13,27.0,10%,2m 36s,Desktop,Firefox,4,4,0.07600547883466102,1
450,2021-06-22,referral,paid,direct,88.28,9347,1813,272,291.15,12.0,21%,9m 4s,Mobile,Chrome,3,3,0.03729415509368339,1
451,2022-12-28,referral,paid,organic,18.4,5268,8750,407,925.63,25.0,14%,3m 42s,Mobile,Firefox,1,5,0.056008508560061565,1
452,2023-07-08,enterprisemarketingportal,none,direct,70.08,2847,5242,200,273.67,10.0,5%,8m 56s,Mobile,Safari,1,3,0.0671396240631077,1
453,2022-06-29,brightedge,referral,referral,26.97,2310,6719,590,489.05,5.0,17%,6m 9s,Desktop,Firefox,1,5,0.059757751592071084,1
454,2021-06-02,google,referral,organic,48.64,9771,1655,777,703.53,15.0,8%,10m 16s,Mobile,Firefox,1,5,0.05675173348283402,1
455,2023-04-21,referral,organic,chrome_launch_switch,78.84,6715,4174,675,461.49,28.0,15%,10m 35s,Mobile,Safari,3,5,0.05150478654818347,1
456,2021-10-08,google,organic,referral,56.03,8118,8239,837,78.61,5.0,19%,7m 24s,Desktop,Chrome,1,4,0.07740856920908368,1
457,2022-06-15,referral,paid,chrome_launch_switch,17.34,6503,2514,386,629.24,15.0,24%,6m 40s,Desktop,Safari,4,3,0.06333342584652468,1
458,2022-07-16,google,referral,referral,80.53,5846,1812,889,777.84,8.0,16%,3m 11s,Mobile,Chrome,4,5,0.0693728492077923,1
459,2023-11-16,enterprisemarketingportal,referral,referral,46.73,4288,792,171,368.09,10.0,24%,7m 20s,Desktop,Firefox,4,4,0.08155309587226278,1
460,2023-09-23,google,paid,organic,13.57,4433,2401,133,40.38,21.0,11%,6m 28s,Mobile,Safari,5,4,0.08374739274576748,1
461,2021-08-28,brightedge,paid,referral,70.91,2641,3942,744,274.32,18.0,23%,4m 14s,Desktop,Safari,3,4,0.0995917499379852,1
462,2021-11-20,google,referral,direct,47.42,103,2707,22,984.25,7.0,16%,4m 7s,Mobile,Firefox,4,4,0.02860635422261304,1
463,2022-09-15,google,none,chrome_launch_switch,48.99,9698,6310,289,623.1,5.0,11%,2m 26s,Desktop,Chrome,5,5,0.02542919138966082,1
464,2022-03-29,brightedge,organic,direct,52.85,3674,5547,403,767.5,24.0,12%,8m 12s,Mobile,Safari,2,3,0.08095204912283471,1
465,2023-10-25,brightedge,paid,direct,10.85,5538,5591,221,821.61,23.0,23%,1m 24s,Mobile,Chrome,4,4,0.08161473075538539,1
466,2023-06-14,enterprisemarketingportal,paid,referral,76.4,7266,125,343,651.03,11.0,22%,1m 40s,Desktop,Firefox,5,5,0.0721089199489009,1
467,2022-04-09,brightedge,referral,direct,10.47,4381,3148,180,778.5,13.0,22%,6m 38s,Mobile,Firefox,3,4,0.07464495930165727,1
468,2022-02-07,google,referral,organic,83.69,7268,4041,101,537.05,22.0,25%,1m 9s,Desktop,Firefox,3,3,0.06338741132319603,1
469,2023-04-24,google,organic,direct,18.12,1616,4806,148,170.82,30.0,6%,7m 23s,Desktop,Firefox,3,3,-0.02529063219707728,-1
470,2022-02-13,google,none,organic,23.2,5854,378,151,907.06,8.0,20%,2m 25s,Desktop,Firefox,5,3,0.06833034004898297,1
471,2023-06-10,google,organic,organic,47.34,5224,2661,731,394.59,5.0,14%,9m 20s,Mobile,Chrome,5,4,0.07150017342151893,1
472,2023-04-28,brightedge,organic,direct,87.43,3029,5060,820,516.53,21.0,6%,9m 44s,Mobile,Chrome,3,5,0.0685823402063116,1
473,2021-04-25,enterprisemarketingportal,organic,direct,10.79,6958,1057,903,128.96,25.0,24%,3m 56s,Mobile,Safari,5,3,0.02016711525479542,1
474,2021-10-22,google,referral,chrome_launch_switch,4.28,9616,3602,96,46.83,30.0,20%,7m 2s,Mobile,Chrome,5,5,-0.038155503847691064,-1
475,2021-06-09,referral,none,referral,68.51,9771,2661,563,149.48,24.0,9%,3m 58s,Mobile,Chrome,1,4,0.0628790353497779,1
476,2022-12-23,brightedge,none,referral,70.4,1825,3329,261,349.7,28.0,13%,10m 27s,Mobile,Chrome,4,3,0.026885394772767413,1
477,2021-10-27,brightedge,paid,direct,80.33,3927,5115,500,477.88,8.0,11%,10m 55s,Mobile,Firefox,2,5,0.07400513906949036,1
478,2023-03-20,google,none,organic,9.28,8242,8880,49,368.74,6.0,5%,9m 17s,Desktop,Chrome,2,5,0.04082517815341624,1
479,2021-08-03,referral,paid,organic,79.57,8811,4881,434,464.67,27.0,11%,5m 26s,Desktop,Firefox,2,3,0.02464585038968714,1
480,2023-10-12,referral,none,referral,44.26,327,3960,387,976.69,22.0,23%,3m 13s,Desktop,Chrome,5,4,0.05090506025864383,1
481,2021-12-14,referral,referral,organic,91.87,1215,3828,283,66.73,1.0,13%,7m 26s,Desktop,Chrome,4,3,-0.012043292585892762,-1
482,2021-07-18,brightedge,paid,direct,24.83,2507,1888,437,969.08,28.0,10%,5m 12s,Mobile,Chrome,1,5,0.038477618665116675,1
483,2022-06-23,enterprisemarketingportal,organic,direct,26.07,7927,6044,614,505.52,12.0,5%,8m 59s,Desktop,Firefox,3,5,0.06369284797377406,1
484,2022-04-23,google,referral,organic,75.43,2398,7893,737,400.94,4.0,23%,8m 55s,Desktop,Firefox,3,3,0.05241214733734556,1
485,2023-08-16,enterprisemarketingportal,paid,chrome_launch_switch,87.59,6653,2710,157,334.12,9.0,19%,3m 42s,Desktop,Firefox,4,4,0.07546298289468667,1
486,2021-12-01,enterprisemarketingportal,organic,referral,83.18,3527,2198,5,924.43,27.0,14%,4m 31s,Desktop,Chrome,1,3,0.05065374763270969,1
487,2023-05-12,brightedge,organic,organic,40.18,2583,7395,699,665.47,14.0,14%,5m 19s,Desktop,Safari,4,3,0.07429602758221543,1
488,2021-07-23,google,paid,direct,46.49,5719,3348,343,773.33,16.0,25%,2m 32s,Mobile,Safari,4,4,0.10731918123735568,1
489,2022-10-02,referral,none,direct,29.61,3933,4912,593,6.44,26.0,9%,6m 39s,Mobile,Firefox,1,3,0.06429031269147767,1
490,2023-06-13,google,none,organic,45.82,7416,6804,639,225.46,8.0,13%,6m 39s,Mobile,Chrome,1,5,0.07503622403105048,1
491,2023-11-27,brightedge,none,direct,83.48,9661,5443,661,121.96,9.0,20%,6m 12s,Desktop,Chrome,1,5,0.027915910636119978,1
492,2022-03-20,enterprisemarketingportal,organic,referral,36.87,7130,6313,687,774.94,16.0,15%,5m 7s,Mobile,Safari,4,4,0.09975541772866459,1
493,2023-12-23,enterprisemarketingportal,organic,direct,47.77,9814,8295,356,906.25,9.0,20%,5m 4s,Desktop,Firefox,2,5,0.04016528666213848,1
494,2023-02-16,brightedge,organic,referral,57.44,5071,6492,672,620.91,5.0,7%,2m 51s,Desktop,Chrome,5,3,0.07476056385102914,1
495,2022-10-27,enterprisemarketingportal,paid,referral,9.22,6614,1603,315,193.59,17.0,24%,3m 26s,Mobile,Firefox,2,5,0.05202986189292025,1
496,2023-05-04,brightedge,organic,direct,6.08,4785,747,485,263.78,17.0,7%,5m 37s,Desktop,Firefox,5,5,0.04632141066023554,1
497,2023-08-16,referral,organic,direct,81.58,856,348,612,932.9,9.0,24%,2m 48s,Mobile,Chrome,3,4,0.06472921806952847,1
498,2021-02-21,google,none,organic,42.03,7296,4992,815,517.53,11.0,18%,8m 4s,Desktop,Chrome,5,5,0.06852197469925192,1
499,2023-05-01,enterprisemarketingportal,referral,referral,75.93,9783,3597,169,975.08,6.0,5%,9m 31s,Mobile,Firefox,1,5,0.031216604750909593,1
500,2022-04-12,google,none,chrome_launch_switch,14.02,9647,5397,276,204.62,13.0,19%,9m 31s,Mobile,Safari,5,4,0.04424025394454156,1
501,2021-09-15,enterprisemarketingportal,organic,referral,18.49,9989,2052,147,241.27,5.0,7%,9m 41s,Desktop,Firefox,4,4,0.023173608446057314,1
502,2023-01-14,referral,referral,chrome_launch_switch,99.24,1717,532,91,951.62,12.0,24%,4m 25s,Mobile,Safari,3,3,0.009398807967445855,1
503,2023-07-29,referral,referral,chrome_launch_switch,4.47,1730,6735,111,94.53,4.0,12%,2m 31s,Desktop,Firefox,3,5,0.008295042933809893,1
504,2022-12-19,referral,none,direct,83.71,7592,1219,210,814.13,14.0,9%,8m 2s,Mobile,Chrome,4,4,0.0942507296001574,1
505,2023-12-25,brightedge,referral,direct,20.25,4539,7886,899,599.05,13.0,15%,7m 49s,Desktop,Chrome,2,4,0.08617960200144587,1
506,2023-03-18,brightedge,referral,organic,89.05,9270,3940,292,484.69,21.0,25%,3m 1s,Mobile,Safari,2,4,0.06456512966053907,1
507,2023-06-01,referral,organic,direct,15.3,5839,3258,132,999.28,21.0,22%,9m 28s,Desktop,Safari,5,4,0.08567612871834135,1
508,2023-07-05,brightedge,none,direct,4.53,1019,5330,100,744.35,7.0,5%,6m 34s,Desktop,Chrome,4,4,0.013400568884405772,1
509,2022-11-20,referral,paid,chrome_launch_switch,4.37,4990,8448,832,4.96,4.0,16%,2m 53s,Mobile,Safari,3,5,0.018339503748555974,1
510,2023-05-18,enterprisemarketingportal,organic,organic,39.29,9950,5032,14,767.31,19.0,18%,3m 53s,Desktop,Safari,4,3,0.03036485203911765,1
511,2023-08-23,brightedge,none,organic,77.54,3785,6823,627,531.14,22.0,16%,5m 37s,Desktop,Safari,1,4,0.10668848681795173,1
512,2021-11-17,google,paid,direct,94.76,4407,1545,953,444.06,12.0,20%,1m 29s,Mobile,Firefox,2,3,0.05093580473012371,1
513,2023-02-09,enterprisemarketingportal,none,referral,24.1,241,8182,718,903.76,14.0,20%,2m 26s,Mobile,Firefox,5,3,0.02194584354135498,1
514,2021-02-17,google,referral,referral,63.19,9640,7341,44,250.34,14.0,6%,9m 29s,Mobile,Safari,5,3,0.04570963382788584,1
515,2021-12-04,referral,paid,chrome_launch_switch,80.58,5108,8704,901,776.81,14.0,6%,8m 49s,Desktop,Firefox,4,5,0.07342633174030733,1
516,2023-06-29,google,organic,direct,34.03,8555,427,101,641.56,28.0,23%,1m 9s,Mobile,Safari,5,5,0.03141801443234715,1
517,2021-02-10,google,referral,organic,76.51,2454,5534,772,814.62,27.0,16%,2m 46s,Desktop,Safari,1,5,0.05505965221533127,1
518,2022-11-01,brightedge,paid,referral,33.94,8493,6439,464,53.87,1.0,7%,9m 11s,Mobile,Firefox,4,5,0.006341430102699941,1
519,2022-04-26,brightedge,paid,referral,26.26,9733,2699,305,463.79,10.0,8%,7m 55s,Desktop,Safari,1,4,0.047165327923071265,1
520,2022-04-16,referral,paid,referral,23.34,6580,2632,110,251.7,18.0,16%,6m 4s,Mobile,Safari,4,4,0.09202459219623271,1
521,2023-07-10,referral,none,organic,20.95,9736,73,342,694.95,22.0,6%,3m 6s,Desktop,Safari,4,4,0.06484550720932669,1
522,2021-12-29,referral,organic,organic,34.25,2106,8716,803,399.84,29.0,16%,2m 23s,Mobile,Safari,5,3,0.024997461878500715,1
523,2022-01-09,google,paid,organic,23.23,6905,6953,814,276.75,23.0,18%,3m 59s,Desktop,Chrome,2,5,0.07336526513559039,1
524,2021-10-29,brightedge,organic,chrome_launch_switch,6.52,6159,4434,517,959.83,16.0,17%,4m 27s,Mobile,Firefox,4,5,0.04750868499542704,1
525,2022-04-09,referral,organic,referral,84.57,8430,4316,673,275.12,23.0,13%,2m 7s,Mobile,Firefox,4,5,0.05510368215143391,1
526,2022-02-19,referral,paid,referral,74.91,5345,4613,367,401.01,15.0,11%,6m 44s,Mobile,Chrome,4,3,0.08987995428996531,1
527,2021-05-14,brightedge,paid,direct,30.33,8650,7557,223,611.88,25.0,9%,1m 56s,Mobile,Chrome,5,5,0.04577969101481971,1
528,2023-10-19,brightedge,none,referral,78.01,6503,1838,891,955.41,9.0,12%,1m 34s,Desktop,Safari,5,4,0.09221206006407234,1
529,2022-04-04,enterprisemarketingportal,referral,chrome_launch_switch,12.69,7241,1739,503,815.42,19.0,6%,4m 37s,Mobile,Chrome,3,4,0.07194749612891949,1
530,2023-09-03,google,paid,direct,67.41,2688,987,69,198.51,27.0,5%,1m 9s,Desktop,Firefox,5,4,0.08260827282116534,1
531,2022-11-24,enterprisemarketingportal,referral,direct,92.7,3958,7562,467,216.51,26.0,5%,5m 9s,Mobile,Chrome,2,3,0.040394410484927645,1
532,2022-02-10,referral,none,organic,4.08,477,1629,342,478.5,2.0,11%,8m 56s,Mobile,Firefox,1,4,-0.026382370408523648,-1
533,2021-08-18,enterprisemarketingportal,organic,direct,22.81,249,2555,381,983.68,29.0,18%,10m 23s,Mobile,Firefox,2,3,-0.01682193929955511,-1
534,2021-07-06,enterprisemarketingportal,none,direct,80.98,3831,3695,646,134.93,8.0,12%,5m 19s,Mobile,Firefox,1,3,0.07634952838372644,1
535,2021-11-02,referral,organic,direct,41.0,5007,1149,237,154.66,13.0,5%,6m 28s,Mobile,Firefox,1,5,0.08046020208853577,1
536,2021-01-24,referral,organic,referral,53.25,6694,2711,332,305.07,14.0,10%,1m 58s,Mobile,Chrome,2,3,0.08965214691323276,1
537,2021-04-08,google,none,referral,31.88,7718,2114,553,512.16,14.0,23%,1m 15s,Desktop,Chrome,4,3,0.07629674425139976,1
538,2023-05-15,referral,organic,direct,17.36,5263,3781,847,137.62,30.0,13%,2m 9s,Desktop,Safari,2,5,0.012876476281954652,1
539,2022-11-01,brightedge,paid,direct,43.33,5062,1818,115,846.01,27.0,5%,5m 32s,Desktop,Safari,4,3,0.057262602483628466,1
540,2022-03-07,referral,organic,organic,24.89,1758,1570,595,854.45,27.0,24%,1m 52s,Desktop,Firefox,3,4,0.06714331169882537,1
541,2023-11-30,enterprisemarketingportal,organic,chrome_launch_switch,22.35,543,8197,328,874.16,10.0,9%,10m 48s,Desktop,Chrome,1,5,0.00951875411308778,1
542,2023-09-21,enterprisemarketingportal,none,chrome_launch_switch,91.78,4614,7419,95,508.98,28.0,13%,2m 3s,Mobile,Chrome,3,5,0.04375945268555603,1
543,2023-10-26,google,none,direct,50.83,1695,7707,270,539.46,10.0,9%,9m 3s,Desktop,Firefox,5,3,0.07059687052787111,1
544,2022-05-22,google,referral,organic,25.96,1680,5266,830,719.6,5.0,24%,6m 5s,Desktop,Safari,3,3,0.05240161413548583,1
545,2021-12-03,referral,organic,direct,55.27,2433,2802,549,570.91,21.0,11%,10m 59s,Mobile,Safari,1,4,0.09737936347361759,1
546,2021-04-30,referral,paid,chrome_launch_switch,43.42,7101,7716,956,85.58,3.0,19%,5m 20s,Mobile,Safari,1,3,0.04259633940465413,1
547,2021-12-05,enterprisemarketingportal,organic,referral,78.88,6205,8412,770,534.84,10.0,18%,10m 5s,Mobile,Firefox,4,5,0.07138326919825777,1
548,2022-12-14,brightedge,referral,chrome_launch_switch,70.04,7936,7972,699,353.25,4.0,23%,5m 13s,Desktop,Safari,4,4,0.0748723006555071,1
549,2022-05-09,referral,referral,referral,10.03,8436,1004,712,914.91,19.0,17%,2m 37s,Desktop,Safari,4,5,0.05913162936779115,1
550,2021-12-23,brightedge,none,direct,23.81,1153,1602,663,555.84,4.0,9%,3m 34s,Desktop,Safari,1,3,0.03355789989485514,1
551,2022-05-01,enterprisemarketingportal,none,chrome_launch_switch,24.2,3785,5879,868,728.45,15.0,8%,7m 14s,Mobile,Firefox,2,3,0.08149112584877083,1
552,2022-07-28,enterprisemarketingportal,referral,organic,71.26,7222,4696,377,2.64,10.0,18%,5m 46s,Mobile,Firefox,1,4,0.0860836923537423,1
553,2023-10-19,enterprisemarketingportal,none,referral,54.21,1251,1081,146,901.57,6.0,8%,4m 42s,Desktop,Safari,1,4,0.06011627628486682,1
554,2021-05-23,brightedge,organic,direct,48.64,9600,4945,614,759.27,16.0,8%,7m 9s,Mobile,Chrome,4,5,0.0560715164679898,1
555,2021-09-07,google,referral,referral,98.83,8862,6710,696,6.9,2.0,7%,1m 38s,Mobile,Safari,1,5,-0.03713758976179693,-1
